Czeizel Endre,"Érték bennünk van, Az",Term. C93,Gondolat,1984,http://mokka.hu/mokka/record/MOKKAZ0006275101
Czeizel Endre,"""Élet él és élni akar, Az"". Egészséget mindenkinek!",Eü. C93,RTV-Minerva,1987,http://mokka.hu/mokka/record/MOKKAN0004943781
"Czétényi Piroska, A.","Budapest, Belvárosi ferences templom",Műv. C94,TKM Egyes.,1986,http://mokka.hu/mokka/record/MOKKAZ0006287707
Dallos Sándor,Mezei mirákulum,D12,SZEFHE,1940,http://mokka.hu/mokka/record/MOKKAS0000837275
"Dám Ince OFM (ford., bev.)",Ferences misszálé : függelék a Római misszáléhoz,Ima F49,Ferences tartományfőnökség,1941,http://nektar.oszk.hu/hu/manifestation/1609524
"Dante, Aligieri",Dante összes művei,Vers D23,Helikon,1962,http://mokka.hu/mokka/record/MOKKAZ0003575328
Darabos Erzsébet,Neptun tenyerén,Földr. D24,Kossuth,1979,http://mokka.hu/mokka/record/MOKKAZ0003884632
Darnay-Dornyay Béla - Zákonyi Ferenc,Balaton útikalauz,Földr. D26,Sport,1957,http://mokka.hu/mokka/record/MOKKAS0000442864
Darvas Szilárd,Bizisten nem kötekedem,Olcsó D27,Magvető,1962,http://mokka.hu/mokka/record/MOKKAZ0003418658
"Daudet, Alphonse",Tarasconi Tartarin; Tartarin az Alpokban,Ifj. D28,Ifjúsági - Csehszlovákiai Magyar Kvk.,1955,http://mokka.hu/mokka/record/MOKKAS0000520255
"Deeken, Alfons","Öregszünk, de győzzük!",Lelk. D38,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAZ0006278258
"Defoe, Daniel","Londoni pestis, A",D39,Európa,1978,http://mokka.hu/mokka/record/MOKKAZ0006256482
Dékány András,Kossuth Lajos tengerésze,Ifj. D41,Móra,1969,http://mokka.hu/mokka/record/MOKKAS0000497045
Demkovits Ágoston,Katolikus szertartástan népiskolák számára,Lit. D46,Szent István Társ.,1940,http://mokka.hu/mokka/record/MOKKAS0000839586
Dénes István,Így láttam Afrikát,Földr. D49,Szépirodalmi,1961,http://mokka.hu/mokka/record/MOKKAS0000482417
"Denzinger, Henrici",Enchiridion symbolorum,Egyh. dok. Zsinatok,Herder,1957,http://tinyurl.com/nhs5pjv
Dercsényi Dezső - Gerő László,"Sárospataki Rákóczi-vár, A",Műv. D51,Képzőművészeti Alap,1953,http://mokka.hu/mokka/record/MOKKAS0000456547
Dezső István (átd.),"Tökéletesség hármas útja, A. A lelki önnevelés kézikönyve",Lelk. D62,Szent István Társ.,1936?,http://mokka.hu/mokka/record/MOKKAS0000812459
"Diable, Christopher","Rágógumis kishölgy, A",Krimi D63,Magvető,1980,http://mokka.hu/mokka/record/MOKKAZ0006273253
"Dickens, Charles",Kis Dorrit,D64,Helikon,1961,http://nektar.oszk.hu/hu/manifestation/1241708
"Dickens, Charles",Dombey és fia I-II.,D64,Európa,1960,http://mokka.hu/mokka/record/MOKKAS0000479423
Dienes Valéria,Hajnalvárás,Elmélk. D66,Szent István Társ.,1983,http://nektar.oszk.hu/hu/manifestation/673162
Dienes Valéria,Miénk az Idő,Elmélk. D66,Szent István Társ.,1983,http://nektar.oszk.hu/hu/manifestation/673099
"Dietrich, Marlene",Tiétek az életem,Életr. Dietrich,Zeneműkiadó,1985,http://mokka.hu/mokka/record/MOKKAS0003238646
Diós István - Szigeti Kerény OSB (összeáll.),"Búcsúk imakönyve, A",Ima B91,Szent István Társ.,1984,http://nektar.oszk.hu/hu/manifestation/673108
Diós István (szerk.),Magyar katolikus lexikon II-XV.,Lex. M14,Szent István Társ.,1994-2007,http://mokka.hu/mokka/record/MOKKAZ0006316582
Diós István (szerk.),"Szentatya Magyarországon, A",Egyhtört. Sz61,Szent István Társ.,1991,http://mokka.hu/mokka/record/MOKKAZ0006301192
Diószegi Vilmos,"Pogány magyarok hitvilága, A",Vall. D67,Akadémiai,1983,http://mokka.hu/mokka/record/MOKKAZ0006245112
Dobos Marianne,Beszélgetések az imáról,Ima D71,"Minorita Egyházközség, Miskolc",2008,http://mokka.hu/web/guest/record/-/record/bibMOK01453105
"Dobraczynski, Jan","Szeretet foglya, A. Árpádházi Szent Erzsébet","Életr. Erzsébet, Árpádházi Szt",Ecclesia,1983,http://mokka.hu/mokka/record/MOKKAZ0006278544
"Dobraczynski, Jan","József, az ács",Ifj. D72,Ecclesia,1980,http://mokka.hu/mokka/record/MOKKAS0003402185
"Doig, Desmond",Teréz anya népe és munkája - Istenért,"Életr. Teréz Anya, B.",Szent István Társ.,1983,http://mokka.hu/mokka/record/MOKKAZ0006278177
"Doig, Desmond",Teréz anya népe és munkája - Istenért,Elmélk. D75,Szent István Társ.,1983,http://mokka.hu/mokka/record/MOKKAZ0006278177
"Dominik, Hans","Rikkancskirály, A",Ifj. D78,Athenaeum,1935,http://mokka.hu/mokka/record/MOKKAI0009349889
Donászy Ferenc,Buda hőse. Regényes korrajz Budavár visszavétele korából,Ifj. D80,Győző Andor,1934,http://nektar.oszk.hu/hu/manifestation/2994675
Donászy Ferenc,Aranyország rejtelmei,Ifj. D80,Hungária,1942,http://mokka.hu/mokka/record/MOKKAS0001502679
Donászy Ferenc,"Magyar diák élete Mátyás korában, Egy. Történelmi regény az ifjuság számára",Ifj. D80,Győző Andor,1935,http://mokka.hu/mokka/record/MOKKAS0000803866
Dörnyei István - Gergye Győző - Csőgl János,"Szentségek életértéke, A (A kegyelmi élet kérügmája)",Szentség,Szent István Társ.,1975,http://mokka.hu/mokka/record/MOKKAZ0006278077
"Dumas, Alexandre",Emma Lyonna I-II.,D95,Európa,1967,http://mokka.hu/mokka/record/MOKKAZ0003847626
"Dumas, Alexandre",Monte Cristo grófja I-III.,D95,Európa,1968,http://mokka.hu/mokka/record/MOKKAS0000494491
"Duval, Lucien Aimé",Miért oly hosszú az éj?,Lelkipászt. D99,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAZ0006278263
"Eareckson Tada, Joni",Választások... változások,Életr. Eareckson,Evangéliumi,1988,http://mokka.hu/mokka/record/MOKKAS0001363904
"Eareckson, Joni - Estes, Steve",Egy lépéssel tovább,Életr. Eareckson,Szent István Társ.,1984,http://mokka.hu/mokka/record/MOKKAZ0004814457
"Eareckson, Joni - Musser, Joe",Joni,Életr. Eareckson,Szent István Társ.,1984,http://mokka.hu/mokka/record/MOKKAZ0006278225
Eckhart mester,Beszédek,Homil. E13,Helikon,1986,http://mokka.hu/mokka/record/MOKKAZ0006219522
Edelényi István,Sírkőszentelés,Lit. E17,Ecclesia,1974,http://mokka.hu/mokka/record/MOKKAS0000450250
Edelényi István,Sírkőszentelés,Lit. E17,Ecclesia,1974,http://mokka.hu/mokka/record/MOKKAS0000450250
"Egger, Wilhelm",Bevezetés az Újszövetségbe. Egyben bepillantás teológiájába,Bibl. E20,OMC,1981,http://mokka.hu/mokka/record/MOKKAS0000638863
Egry Margit - Komjáthy Edit,"Országház, Az",Műv. Műemlékeink E25,Pannonia,1967,http://mokka.hu/mokka/record/MOKKAN0004374069
Egry Margit - Wellisch Judit,"Országház, Az",Műv. Műemlékeink E25,Képzőművészeti Alap,1957,http://mokka.hu/mokka/record/MOKKAS0000470988
Előd István,Egyháztan,Dogma E41,Szabolcs-Szatmár Megyei Tanács,1973,http://mokka.hu/mokka/record/MOKKAS0000735844
"Emmerich, Anna Katharina ",Betlehemi látomás : jelenetek a kis Jézus és Szűz Mária életéből tiszteletreméltó Emmerich Katalin látomásai szerint ,Lelk. E50,Globus Ny.,1944,http://nektar.oszk.hu/hu/manifestation/3486979
Endo Suszaku,Némaság,Egyhtört. E52,Szent István Társ.,1987,http://mokka.hu/mokka/record/MOKKAZ0006278234
Endrefalvy Ottó,"Szeretet erősebb a halálnál, A : emlékezés és imádságok elköltözött szeretteinkért : a temetés szertartásával és az Egyház imáival a megholtakért",Ima E52,Szalézi Művek,1946,http://nektar.oszk.hu/hu/manifestation/3486370
Enzsöl Ellák,Szeretet-hittan,Lelk. E60,Szent Gellért,1991,http://mokka.hu/mokka/record/MOKKAZ0006301721
Eötvös József,"Karthausi, A",E61,Ráth Mór,1886,http://mokka.hu/mokka/record/MOKKAW0005518865
Eötvös József,Báró Eötvös József összes regényei,E61,Révai,1937,http://mokka.hu/mokka/record/MOKKAS0000802329
Erba Odescalchi Sándor,XI. Ince. Egy nagy pápa életregénye,"Életr. Ince, XI., B.",Rózsavölgyi,1937,http://nektar.oszk.hu/hu/manifestation/1550454
Erdey Ferenc,"Életszentség tudománya, Az. Elmélkedések",Elmélk. E77,Szent István Társ.,1943,http://nektar.oszk.hu/hu/manifestation/3242181
Erdey Ferenc,"Fatimai Madonna üzenete, A : lelkigyakorlatos elmélkedések engesztelő lelkeknek (csak az 1. rész)",Elmélk. E77,Szalézi művek,1943,http://nektar.oszk.hu/hu/manifestation/2940405
Erdey Ferenc,Sacerdotium aeternum. Lelkigyakorlatos elmélkedések a budapesti Központi Szemináriumban 1939-1940-ben,Elmélk. E77,Korda,1940,http://nektar.oszk.hu/hu/manifestation/1602561
Erdey Ferenc,Engeszteljünk! Önfelajánlás,Lelk. E77,Szent István Társ.,1946,http://mokka.hu/mokka/record/MOKKAI0009066535
Erdő Péter (szerk.),"Egyházi Törvénykönyv, Az",Jog E30,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAS0003789966
Erdő Péter/Hans Heimerl,Újítások az egyházi perjogban - Az új egyházi házasságjog,Jog E79,Szent István Társ.,1985,http://mokka.hu/mokka/record/MOKKAZ0006278243
Erdő Péter/Hans Heimerl,Újítások az egyházi perjogban - Az új egyházi házasságjog,Jog E79,Szent István Társ.,1985,http://mokka.hu/mokka/record/MOKKAZ0006278243
Erdődi János,Neveléstan,Ped. E79,"Pannonia, Kassa",1881,http://mokka.hu/mokka/record/MOKKAI0009236206
Erdődy János,Énekes az országúton,E79,Zeneműkiadó,1979,http://mokka.hu/mokka/record/MOKKAZ0006222415
Erkel Eszter,"Muzsikáló ige, A",Elmélk. E86,OMC,1988,http://tinyurl.com/c8l9q5f
"Escrivá, Josemaría",Út,Lelk. E93,Szent István Társ.,2002,http://mokka.hu/mokka/record/MOKKAZ0006452152
"Espiga, G. (összeáll.)","Események, idézetek, gondolatok III.",Antol. E93,Élet,1969,http://nektar.oszk.hu/hu/manifestation/2597210
Fábián Gyula,"Hej, Rákóczi, Bercsényi, Bezerédj!",Ifj. F10,Királyi Magyar Egyetemi Nyomda,1942,http://mokka.hu/mokka/record/MOKKAI0009381656
Farkas Elek,Rosszindulatú daganatok gyógyszeres kezelése,Eü. F21,Medicina,1984,http://mokka.hu/mokka/record/MOKKAZ0006221530
Farkas Pál,"Francia forradalom, A",Tört. F26,Singer és Wolfner,1914,http://nektar.oszk.hu/hu/manifestation/3472706
Farkas Péter,Hittel a jövőbe. Válogatott fejezetek a társadalom elméletéből,Szociol. F26,Szent István Társ.,2001,http://mokka.hu/mokka/record/MOKKAZ0006438619
Farkasfalvy Dénes,"Római levél, A",Bibl. F27,Prugg,1983,http://mokka.hu/mokka/record/MOKKAS0000640579
"Fast, Howard","Utolsó határ, Az",Olcsó F28,Szépirodalmi,1955,http://mokka.hu/mokka/record/MOKKAW0005177755
Faulkner Károlyné,"Élet Kenyerének morzsáiból, Az",Elmélk. F28,Solymosi S.,1999,http://mokka.hu/mokka/record/MOKKAZ0006389673
"Fawcett, Percy Harrison","Mato Grosso titka, A",Földr. F28,Gondolat,1962,http://mokka.hu/mokka/record/MOKKAS0000485929
Fazekas István (vál.),"Narancsos gyilkos, A (Válogatások az amerikai krimiirodalomból)",Krimi N35,IPV,1987,http://mokka.hu/mokka/record/MOKKAZ0006398415
Fehér Béla,"Kék autó, A",Krimi F32,Szépirodalmi,1990,http://mokka.hu/mokka/record/MOKKAZ0006265420
Fejérdy Gáborné,Előadások a nevelésről,Ped. F36,Boldogasszony Háza Alapítvány,2001,http://mokka.hu/mokka/record/MOKKAZ0006442901
Fejes Endre,"Hazudós, A",F36,Magvető,1963,http://nektar.oszk.hu/hu/manifestation/1205475
Fekete István,Gyeplő nélkül : regény,Ifj. F37,Szent István Társ.,1982,http://nektar.oszk.hu/hu/manifestation/673067
Fekete István,Ballagó idő : életrajzi regény,Ifj. F37,Móra,1970,http://nektar.oszk.hu/hu/manifestation/1260565
Fekete István,Csend : regény,Ifj. F37,Zrínyi Ny.,1965,http://nektar.oszk.hu/hu/manifestation/1252169
Fekete István,Huszonegy nap,F37,Magvető,1965,http://nektar.oszk.hu/hu/manifestation/1250988
Fekete István,Bogáncs : regény,Ifj. F37,Móra,1961,http://nektar.oszk.hu/hu/manifestation/1242277
Fekete István,Kele,Ifj. F37,Magvető,1961,http://nektar.oszk.hu/hu/manifestation/1241813
Fekete István,Köd,Ifj. F37,Móra,1967,http://nektar.oszk.hu/hu/manifestation/1055060
Fekete István,Hu : állatregény,Ifj. F37,Móra,1966,http://nektar.oszk.hu/hu/manifestation/1049485
Fekete István,Búcsú (Elbeszélések),F37,Szent István Társ.,1979,http://mokka.hu/mokka/record/MOKKAZ0006278112
Fekete István,Gyeplő nélkül,F37,Szent István Társ.,1982,http://mokka.hu/mokka/record/MOKKAS0003433110
Fekete István,Huszonegy nap,F37,Magvető,1965,http://mokka.hu/mokka/record/MOKKAS0001323136
Fekete István,Számadás. Novellák,F37,Nesztor,1997,http://mokka.hu/mokka/record/MOKKAS0001165721
Fekete István,Kittenberger Kálmán élete,Ifj. F37,Móra,1962,http://mokka.hu/mokka/record/MOKKAS0000538768
Fekete István,Bogáncs,Ifj. F37,Móra,1970,http://mokka.hu/mokka/record/MOKKAS0000500066
Fekete István,Kele,Ifj. F37,Magvető,1961,http://mokka.hu/mokka/record/MOKKAS0000483038
Fekete István,"Koppányi aga testamentuma, A",Ifj. F37,Magvető,1960,http://mokka.hu/mokka/record/MOKKAS0000480170
"Fénelon, Francois",Értekezés Isten létéről és tulajdonságairól,Fil. F45,Szent István Társ.,2002,http://mokka.hu/mokka/record/MOKKAS0001927553
Ferdinandy Mihály,"Istenkeresők, Az. Az Árpádház története",Tört. F48,Rózsavölgyi,1943,http://mokka.hu/mokka/record/MOKKAZ0003477594
Ferenczy Károly - Gergelyffy András,"Diósgyőri vár, A",Műv. Műemlékeink F52,Képzőművészeti Alap,1961,http://mokka.hu/mokka/record/MOKKAS0000483334
Feuerné Tóth Rózsa,Margitsziget,Műv. Műemlékeink F56,Képzőművészeti Alap,1957,http://mokka.hu/mokka/record/MOKKAS0000470888
"Fialkov, Jurij",Beszédes kérdőjelek a kémiában,Term. F56,Móra,1975,http://mokka.hu/mokka/record/MOKKAS0000665745
"Field, Rachel","Asszony három élete, Egy II.",F56,Révai,1947,http://nektar.oszk.hu/hu/manifestation/3266049
Fila Lajos,Bölcselettudomány,Fil. F57,Kairosz,2005,http://mokka.hu/mokka/record/MOKKAN0003905966
Firdauszi,Királyok könyve,F59,Európa,1959,http://mokka.hu/mokka/record/MOKKAS0000477690
Fmit csin,Ma közösen hinni. Hittan-szeminárium,Katek. S31,OMC,1982,http://tinyurl.com/d2ycwoc
Fóthy János,"Csodálatos völgy, A",F76,Révai,1935,http://mokka.hu/mokka/record/MOKKAS0000774346
Fövényi József - Papp Rita,Fogyókúráskönyv,Eü. F87,Medicina,1988,http://mokka.hu/mokka/record/MOKKAZ0006221723
"Francé-Harrar, Annie","Hermodion, az ördög",F89,Athenaeum,1943,http://mokka.hu/mokka/record/MOKKAI0008707968
"France, Anatole",Bonnard Szilveszter vétke,Olcsó F89,Szépirodalmi,1957,http://mokka.hu/mokka/record/MOKKAS0000469854
"Francis, Joy",Heten az intézetben,Ifj. F90,Athenaeum,1945,http://nektar.oszk.hu/hu/manifestation/2938628
"Friedenthal, Richard",Luther élete és kora,Életr. Luther,Gondolat,1983,http://mokka.hu/mokka/record/MOKKAZ0006275010
"Frossard, André",Ne féljetek! André Frossard és II. János Pál pápa párbeszéde,Egyhtört. F94,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAZ0006278295
"Frossard, André",Ne féljetek! André Frossard és II. János Pál pápa párbeszéde,"Életr. János Pál, II., B.",Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAW0005298821
Gabriele di Santa Maria Maddalena,Istennel egyesült élet : Keresztes Szent János szerint,Lelk. G15,Szent István Társ.,1991,http://nektar.oszk.hu/hu/manifestation/9462
Gál Ferenc,"Hit ébresztése, A",Katek. G17,Szent István Társ.,1966,http://mokka.hu/mokka/record/MOKKAZ0006469526
Gál Ferenc,Úton a teljesség felé,Elmélk. G17,Szent István Társ.,1977,http://mokka.hu/mokka/record/MOKKAZ0006278090
Gál Ferenc,"Teológus az egyházban, A",Homil. G17,Szent István Társ.,1974,http://mokka.hu/mokka/record/MOKKAS0000510501
Gál Ferenc,Katolikus hittételek,Katek. G17,Szent István Társ.,1960,http://mokka.hu/mokka/record/MOKKAI0008380749
Gál József,"Széllel, szél ellen",Földr. G18,Equator,1989,http://mokka.hu/mokka/record/MOKKAZ0006238899
Galla Ferenc,"Borromei Szent Károly hatása Magyarországon (Klny. Theologia 1938/4, 1939/1-2)","Életr. Károly, Borromei Szt",Stephaneum,1939,http://mokka.hu/mokka/record/MOKKAS0000827288
"Gallagher, Chuck SJ",Beszéljük meg!,Lelk. G21,OMC,1987,http://mokka.hu/mokka/record/MOKKAZ0006411861
Gálos László,Isten magányában. Lelkigyakorlatok,Lelk. G21,Korda,1938,http://mokka.hu/mokka/record/MOKKAS0000813512
Galván Károly,"Egri vár, Az",Műv. Műemlékeink G22,Képzőművészeti Alap,1958,http://mokka.hu/mokka/record/MOKKAS0000472559
"Ganz, Milly","Szegények orvosa, A","Életr. Christen, Jost",Unio,1944,http://mokka.hu/mokka/record/MOKKAS0001030363
Gárdonyi Géza,Isten rabjai,G25,Szépirodalmi,1980,http://mokka.hu/mokka/record/MOKKAZ0006260576
Gárdonyi Géza,Egri csillagok,G25,Móra-Kárpáti,1978,http://mokka.hu/mokka/record/MOKKAZ0004210938
Gárdonyi Géza,Tükörképeim,G25,Szépirodalmi,1965,http://mokka.hu/mokka/record/MOKKAS0000493563
Gárdonyi Géza,Isten rabjai,G25,Szépirodalmi,1964,http://mokka.hu/mokka/record/MOKKAS0000490635
Gárdonyi Géza,Ida regénye,G25,Szépirodalmi,1963,http://mokka.hu/mokka/record/MOKKAS0000487336
Gárdonyi Géza,Ábel és Eszter; Te Berkenye; Szunyoghy miatyánkja,G25,Szépirodalmi,1962,http://mokka.hu/mokka/record/MOKKAS0000485454
"Gasparri, Pietro",Codex Iuris Canonici,Jog C24,Vatikán,1926,http://gateway-bayern.de/BV010919483
Gát István,Albatrosz. Versek; Idomeneus. Sorstragédia; Pekryné. Történeti szomorújáték,Vers G30,szerzői,1982,http://mokka.hu/mokka/record/MOKKAS0002314548
Gecse Gusztáv,Kérdések a vallásról,Vall. G33,Móra,1976,http://mokka.hu/mokka/record/MOKKAZ0006252940
Gecse Gusztáv - Horváth Henrik,Bibliai kislexikon,Bibl. B61,Kossuth,1978,http://mokka.hu/mokka/record/MOKKAZ0006248862
Géczy Barnabás,Lamarck és Darwin,Életr. Lamarck,Magvető,1982,http://mokka.hu/mokka/record/MOKKAZ0006273511
Geisz Antal,Egyházi közigazgatás,Jog G34,Csanádegyházmegyei könyvny.,1910,http://mokka.hu/mokka/record/MOKKAI0008388638
Gerely Jolán,Add nekem a szívedet,Ifj. G40,Korda,1945,http://mokka.hu/mokka/record/MOKKAI0008357307
Gerevich László,"Budai vár, A",Műv. G38,"Fővárosi Emlékműfelügyelőség, TTIT",1956,http://mokka.hu/mokka/record/MOKKAS0000442522
Gergely Jenő,II. János Pál,"Életr. János Pál, II., B.",Kossuth,1986,http://mokka.hu/mokka/record/MOKKAZ0006250171
Gergely Jenő,"Katolikus egyház Magyarországon 1944-1971, A",Egyhtört. G40,Kossuth,1985,http://mokka.hu/mokka/record/MOKKAZ0006249977
Gergely Jenő,Eucharisztikus Világkongresszus Budapesten / 1938,Egyhtört. G40,Kossuth,1988,http://mokka.hu/mokka/record/MOKKAS0001144388
"Gerlach, Eva",Háremből a nagyvilágba,Földr. G42,Gondolat,1965,http://mokka.hu/mokka/record/MOKKAS0000492507
Gerő László,"Budai vár, A",Műv. Műemlékeink G43,Képzőművészeti Alap,1962,http://mokka.hu/mokka/record/MOKKAS0000485996
"Geron, Frank",Sivatagi kommandó,Krimi G42,Interpress,1988,http://mokka.hu/mokka/record/MOKKAZ0003955210
Gigler Károly ,Kis hittankönyv az általános isk. 1. és 2. oszt. számára,Katek. G45,Szent István Társ.,1948,http://nektar.oszk.hu/hu/manifestation/2963699
"Gilbert, Guy","Párizsi rockpáter, A",Ifj. G46,Élet,1985,http://mokka.hu/mokka/record/MOKKAS0000667466
"Gilder, William Henry","Jeannette pusztulása, A. A hajótöröttek felkutatása és utazás Szibérián keresztül",Földr. G46,Franklin,1928,http://mokka.hu/mokka/record/MOKKAZ0004359198
"Gitt, Werner","Csodálatos ember, A",Term. G46,Evangéliumi,2003,http://mokka.hu/mokka/record/MOKKAZ0006471641
Goda Gábor,Családi kör,Olcsó G48,Magvető,1959,http://mokka.hu/mokka/record/MOKKAS0000444386
"Gots, Anton","Igen, Uram!",Lelk. G55,Prugg,1982,http://tinyurl.com/74hzml7
"Graham, Billy","Szentlélek, A",Lelk. G61,Mo. Baptista Egyh.,1985,http://nektar.oszk.hu/hu/manifestation/505888
"Green, Michael",Menekülő világ,Lelk. G62,Primo,1989,http://nektar.oszk.hu/hu/manifestation/2623992
"Greene, Graham",Hatalom és dicsőség,G62,Szent István Társ.,1984,http://mokka.hu/mokka/record/MOKKAS0003288010
"Greene, Graham","Tiszteletbeli konzul, A",G62,Európa,1976,http://mokka.hu/mokka/record/MOKKAS0003278428
"Greshake, Gisbert",Helytállás a pusztában. Élmények és belső átélések,Lelk. G64,OMC,1984,http://mokka.hu/mokka/record/MOKKAS0000598573
"Grimaud, Charles","""Én"" szentmisém, Az",Lelk. G65,"Egyházmegyei Könyvnyomda, Veszprém",1938,http://mokka.hu/mokka/record/MOKKAS0000816033
"Grocholewski, Zenon",II. János Pál jogfilozófiája,Fil. G66,Szent István Társ.,2003,http://mokka.hu/mokka/record/MOKKAZ0006467708
"Guardini, Romano",Örökmécs,Lit. G70,Szent István Társ.,1983,http://mokka.hu/mokka/record/MOKKAS0001924084
"Guitton, Jean",Isten és a tudomány. A metarealizmus felé,Fil. G70,Szent István Társ.,1992,http://mokka.hu/mokka/record/MOKKAZ0006308163
"Gulácsy Irén, P.",Pax vobis,G71,Singer és Wolfner,1931,http://mokka.hu/mokka/record/MOKKAS0000817784
Gyenis András,Jezsuita arcélek I.,Életr. Vegyes,Korda,1940,http://mokka.hu/mokka/record/MOKKAI0008371691
Gyökössy Endre,Szüntelen karácsony,Lelk. G84,Szent Gellért,,http://tinyurl.com/d6u8c4n
Gyökössy Endre,"Isten elfelejtett nyelve, az álom",Pszich. G84,Szt. Gellért,2010,http://nektar.oszk.hu/hu/manifestation/2906380
Gyökössy Endre,Testi-lelki bajaink orvoslása,Lelk. G84,Szent Gellért,2000,http://mokka.hu/mokka/record/MOKKAZ0003636788
György Attila,Jön a Mikulás,"Életr. Miklós, Szt",Szent Gellért,1991,http://mokka.hu/mokka/record/MOKKAZ0006302103
Gyürki László,Üdvözítőnk szülőföldjén,Földr. G99,Ecclesia,1976,http://mokka.hu/mokka/record/MOKKAZ0006278528
Gyűrű Géza,Térjetek vissza a katekizmushoz,Katek. G99,szerzői,2006?,http://mokka.hu/mokka/record/MOKKAN0004969758
"Habberton, John",Helén fiacskái,Ifj. H10,Szent Gellért,1994,http://mokka.hu/mokka/record/MOKKAS0001338583
"Habermas, Jürgen - Ratzinger, Joseph","Szabadelvű állam morális alapjai, A",Morál. H10,Barankovics Alapítvány,2007,http://mokka.hu/mokka/record/MOKKAW0005474337
"Hagenkord, Bernd",mailto:fiatalok@isten,Ifj. H11,Szent István Társ.,2008,http://mokka.hu/mokka/record/MOKKAI0008511431
"Haggard, H. Rider","Vörös Éva, A",Olcsó H11,Athenaeum,1921,http://nektar.oszk.hu/hu/manifestation/3093270
Hajdók János,Kalkuttai Teréz Anya,"Életr. Teréz Anya, B.",Ecclesia,1981,http://mokka.hu/mokka/record/MOKKAZ0006278534
Hajdók János,Idők és balladák,Vers H12,M. Közp. Híradó Ny.,1948,http://mokka.hu/mokka/record/MOKKAS0003698905
"Hajnóczy Rózsa, G. (Germanus Gyula)",Bengáli tűz,H13,Szépirodalmi,1972,http://mokka.hu/mokka/record/MOKKAS0000505333
"Haley, Alex",Gyökerek,H21,Európa-Fórum,1979,http://mokka.hu/mokka/record/MOKKAZ0004210770
"Hallesby, Olaf","Imádságról, Az",Ima H22,Evangéliumi,196?,http://nektar.oszk.hu/hu/manifestation/1385315
"Hamburger, Gerd","Ember, akinek múltja van [Páli Szent Vince élete]","Életr. Vince, Páli Szt",OMC,1985,http://mokka.hu/mokka/record/MOKKAS0000642662
"Hamman, Adalbert-Gautier",Így éltek az első keresztények,Egyhtört. H25,Szent István Társ.,1987,http://mokka.hu/mokka/record/MOKKAN0004930785
"Hamon, Marcel",Elmélkedések az év minden napjára I. Advent első vasárnapjától Hetvenedvasárnapig,Elmélk. H25,"Szalézi Művek, Rákospalota",1939,http://tinyurl.com/cb9q9o5
Hamvas Endre,Bibliai történetek a katekizmus igazságaival. Hittankönyv ált. isk. III-IV. o.,Katek. B61,Szent István Társ.,1969,http://mokka.hu/mokka/record/MOKKAS0000498741
Hamvas Endre,Kis katekizmus a Biblia elemeivel. Ált. isk. I-II. o.,Katek. K49,Szent István Társ.,1961,http://mokka.hu/mokka/record/MOKKAS0000483448
Hamvas Endre,Bibliai történetek a katekizmus igazságaival. Hittankönyv ált. isk. III-IV. o.,Katek. B61,Szent István Társ.,1952,http://mokka.hu/mokka/record/MOKKAS0000454093
Hanauer Árpád István,"Bérmálás kegyelme, A",Szentség Bérmálás,Szent István Társ.,1928,http://mokka.hu/mokka/record/MOKKAS0000792070
"Hanstein, Otfried von","Elektropolis, a technikai csodák városa",Ifj. H29,Révai,1932,http://mokka.hu/mokka/record/MOKKAS0000813849
"Hanzelka, Jiri - Zikmund, Miroslav",Két óceán között,Földr. H29,Gondolat,1960,http://mokka.hu/mokka/record/MOKKAZ0004313345
"Hardy, Thomas",Erdőlakók,H31,Európa,1973,http://mokka.hu/mokka/record/MOKKAS0003489650
"Hardy, Thomas","Tiszta nő, Egy",H31,Új Magyar Könyvkiadó,1955,http://mokka.hu/mokka/record/MOKKAS0000463451
Harsányi Pál Ottó OFM,"Új ég, új föld felé? Ökoteológiai vázlat",Morál. H36,EFO Róma,1995,http://mokka.hu/mokka/record/MOKKAZ0006426289
Harsányi Zsolt,Mathias Rex,H37,Szépirodalmi,1985,http://mokka.hu/mokka/record/MOKKAZ0006261611
"Hasek, Jaroslav",Svejk,H39,Európa-Madách,1986,http://mokka.hu/mokka/record/MOKKAS0003809413
"Hedin, Sven","Rejtelmes India felé, A. Sven Hedin utazása Perzsia sivatagjain keresztül I. köt.",Földr. H48,Magyar Kereskedelmi Közlöny,1914,http://mokka.hu/mokka/record/MOKKAS0000777436
"Hedin, Sven",Belső-Ázsia küszöbén,Földr. H48,Franklin,1928,http://mokka.hu/mokka/record/MOKKAI0009128538
Hegedüs Géza,"Írnok és a fáraó, Az",Ifj. H49,Móra,1983,http://mokka.hu/mokka/record/MOKKAZ0006254717
"Heimerl, Hans","Új egyházi házasságjog, Az",Jog E79,Szent István Társ.,1985,http://mokka.hu/mokka/record/MOKKAZ0006278243
"Heimerl, Hans","Új egyházi házasságjog, Az",Jog E79,Szent István Társ.,1985,http://mokka.hu/mokka/record/MOKKAZ0006278243
